ID,Type,Name,Jursidiction,Region,Cluster,Jurisdiction Groups,Year Start,Year End,Name Status,Name Change Year,Number of name changes,Additional types,Central node,Note,Source,Source 2,Source 3,Longitude,Latitude
274,Individual,Nitin Kumar Agarwal,,,CyberRoot,India,2013,2023,Unchanged,,,,CyberRoot Risk Advisory Private Limited > CyberRoot Software Solutions LTD ,Director/Officer,https://opencorporates.com/companies/in/AAV-0082/events,,,,
275,Vendor,Variston IT,Spain,Europe and Eurasia,Variston IT,None,2018,2023,Unchanged,,,,Variston IT,,https://techcrunch.com/2023/03/29/hackers-variston-spyware-uae-google/,"https://www.northdata.com/Variston+Information+Technology+SL,+Barcelona/NIF+B67260240",,-3.70327,40.4167
276,Subsidiary,Truel,Italy,Europe and Eurasia,Variston IT,None,2018,2019,Unchanged,,,,Variston IT,Acquired by Variston in 2018- a zero day research company based in Italy; dissolved in 2019.,https://techcrunch.com/2023/03/29/hackers-variston-spyware-uae-google/,,,12.4823,41.8955
277,Individual,Ralf Wegener ,,,Variston IT,None,2018,2023,Unchanged,,,,Variston IT,Founders of Variston,https://techcrunch.com/2023/03/29/hackers-variston-spyware-uae-google/,"https://www.northdata.com/Variston+Information+Technology+SL,+Barcelona/NIF+B67260240",,,
278,Individual,Ramanan Jayaraman,,,Variston IT,None,2018,2023,Unchanged,,,,Variston IT,Founders of Variston,https://techcrunch.com/2023/03/29/hackers-variston-spyware-uae-google/,"https://www.northdata.com/Variston+Information+Technology+SL,+Barcelona/NIF+B67260241",,,
279,Vendor,Mollitiam Industries,Spain,Europe and Eurasia,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,"Founded in 2018. 
Registration number: B45892627
Mollitiam Industries is the jointly-owned cyber-offensive unit of the engineering consultancy In-Nova and the cyber-security firm StackOverflow Ltd. (which is not related to the US website of the same name).",https://www.wired.co.uk/article/phone-hacking-mollitiam-industries,"https://www.intelligenceonline.com/surveillance--interception/2019/05/28/mollitiam-from-smartphone-hacking-to-cybernetic-weapons,108358987-art",https://sede.registradores.org/site/invitado/mercantil/busqueda#/,-3.70327,40.4167
280,Individual,Samuel Álvarez González,,,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,Founder,https://www.wired.co.uk/article/phone-hacking-mollitiam-industries,"https://www.intelligenceonline.com/surveillance--interception/2019/05/28/mollitiam-from-smartphone-hacking-to-cybernetic-weapons,108358987-art",,,
281,Individual,Antonio Ramos Varon,,,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,,https://www.wired.co.uk/article/phone-hacking-mollitiam-industries,"https://www.intelligenceonline.com/surveillance--interception/2019/05/28/mollitiam-from-smartphone-hacking-to-cybernetic-weapons,108358987-art",,,
282,Investor,European Union’s Regional Development Fund,European Union,,Mollitiam,None,2019,2021,Unchanged,,,,Mollitiam Industries,Funding to work on a specific project ,https://www.fondoseuropeos.hacienda.gob.es/sitios/dgfc/en-GB/loFEDER1420/poplFEDER/Paginas/inicio.aspx,https://www.wired.co.uk/article/phone-hacking-mollitiam-industries,,,
283,Investor,Torsa Capital,,,Mollitiam,None,2022,2022,Unchanged,,,,Mollitiam Industries,,https://pitchbook.com/profiles/company/462012-40#timeline,,,,
284,Investor,Sabadell Venture Capital,,,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,,https://pitchbook.com/profiles/company/462012-40#timeline,,,,
285,Investor,EASO Ventures,Spain,Europe and Eurasia,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,,https://www.crunchbase.com/organization/mollitiam-industries,,,-3.70327,40.4167
286,Investor,Centre for the Development of Industrial Technology (CDTI),Spain,Europe and Eurasia,Mollitiam,None,2018,2023,Unchanged,,,,Mollitiam Industries,"Public corporation under the Ministry of Economy and Competitiveness, which promotes innovation and technological development of Spanish companies",https://www.crunchbase.com/organization/mollitiam-industries,,,-3.70327,40.4167
287,Vendor,Positive Technologies AO (Russia),Russia,Europe and Eurasia,Positive Technologies AO,None,2002,2023,Unchanged,,,,Positive Technologies (Russia),Founded in 2002,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,37.6176,55.7558
288,Vendor,Positive Technologies Global Holding Ltd (United Kingdom),United Kingdom,Europe and Eurasia,Positive Technologies AO,None,2010,2010,Unchanged,,,,Positive Technologies (Russia),First international office in London,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,-0.126236,51.5002
457,Vendor,Positive Technologies Global Solutions Ltd (United Kingdom),United Kingdom,Europe and Eurasia,Positive Technologies AO,None,2010,2023,Unchanged,,,,Positive Technologies (Russia),,,,,,
458,Vendor,Positive Technologies Holding AG (Switzerland),Switzerland,Europe and Eurasia,Positive Technologies AO,None,2010,2023,Unchanged,,,,Positive Technologies (Russia),,,,,,
459,Vendor,Positive Technologies S.R.L (Romania) ,Romania,Europe and Eurasia,Positive Technologies AO,None,2010,2023,Unchanged,,,,Positive Technologies (Russia),,,,,,
289,Vendor,Positive Technologies S.R.L (Italy),Italy,Europe and Eurasia,Positive Technologies AO,None,2012,2012,Unchanged,,,,Positive Technologies (Russia),Siemens and Positive Technologies partner to secure Simatic WinCC; new offices,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,12.4823,41.8955
290,Vendor,Positive Technologies (South Korea),South Korea,East Asia and Pacific,Positive Technologies AO,None,2012,2012,Unchanged,,,,Positive Technologies (Russia),Siemens and Positive Technologies partner to secure Simatic WinCC; new offices,https://golden.com/wiki/Positive_Technologies-4NMAWV6,,,126.957,37.5323
291,Vendor,Positive Technologies (Tunisia),Tunisia,Middle East and North Africa,Positive Technologies AO,None,2012,2012,Unchanged,,,,Positive Technologies (Russia),Siemens and Positive Technologies partner to secure Simatic WinCC; new offices,https://golden.com/wiki/Positive_Technologies-4NMAWV7,,,10.21,36.7899
292,Vendor,Positive Technologies Inc. (United States),United States,North America,Positive Technologies AO,None,2012,2012,Unchanged,,,,Positive Technologies (Russia),Siemens and Positive Technologies partner to secure Simatic WinCC; new offices,https://golden.com/wiki/Positive_Technologies-4NMAWV8,,,-77.032,38.8895
293,Partner,Partner Data,Italy,Europe and Eurasia,Positive Technologies AO,None,2015,2015,Unchanged,,,,Positive Technologies (Russia),"Positive Technologies ""partners"" with Partner Data",https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,12.4823,41.8955
294,Supplier,Itway VAD,Italy,Europe and Eurasia,Positive Technologies AO,None,2015,2015,Unchanged,,,,Positive Technologies (Russia),Positive Technologies announced distribution agreement with Itway VAD,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,12.4823,41.8955
295,Vendor,Positive Technologies Czech s.r.o. (Czech Republic) ,Czech Republic,Europe and Eurasia,Positive Technologies AO,None,2012,2012,Unchanged,,,,Positive Technologies (Russia),New office,https://golden.com/wiki/Positive_Technologies-4NMAWV6,https://opencorporates.com/companies/cz/05478014/events,,14.4205,50.0878
296,Partner,Array Networks Inc.,United States,North America,Positive Technologies AO,None,2017,2017,Unchanged,,,,Positive Technologies (Russia),"""Partnership""",https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,-77.032,38.8895
297,Partner,NGN International,Bahrain,Middle East and North Africa,Positive Technologies AO,None,2023,2023,Unchanged,,,,Positive Technologies (Russia),"""Partner""",https://www.zawya.com/en/press-release/companies-news/positive-technologies-announce-cooperation-with-regional-suppliers-of-cybersecurity-solutions-in-dubai-odhvbpqi,,,50.5354,26.1921
298,Partner,ABS MENA,United Arab Emirates,Middle East and North Africa,Positive Technologies AO,None,2023,2023,Unchanged,,,,Positive Technologies (Russia),"""Partner""",https://www.zawya.com/en/press-release/companies-news/positive-technologies-announce-cooperation-with-regional-suppliers-of-cybersecurity-solutions-in-dubai-odhvbpqi,,,54.3705,24.4764
299,Partner,Digiqore,Bangladesh,South Asia,Positive Technologies AO,None,2023,2023,Unchanged,,,,Positive Technologies (Russia),"""Partner""",https://www.zawya.com/en/press-release/companies-news/positive-technologies-announce-cooperation-with-regional-suppliers-of-cybersecurity-solutions-in-dubai-odhvbpqi,,,90.4113,23.7055
300,Individual,Yuriy Vladimirovich Maksimov,,,Positive Technologies AO,None,2002,2023,Unchanged,,,,Positive Technologies (Russia),Co-Founder and CEO of Positive Technologies,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,,
301,Individual,Denis Sergeyevich Baranov,,,Positive Technologies AO,None,2010,2023,Unchanged,,,,Positive Technologies (Russia),Denis made CEO of Positive Technologies in July; Sanctioned by USG in 2021,https://redmondmag.com/articles/2021/04/15/sanctions-for-russian-spying.aspx ,https://golden.com/wiki/Denis_Baranov-4NRMWVZ,https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes#subnav,,
302,Individual,Dmitriy Vladimirovich Maksimov,,,Positive Technologies AO,None,2002,2023,Unchanged,,,,Positive Technologies (Russia),Co-Founder and CEO of Positive Technologies,https://golden.com/wiki/Positive_Technologies-4NMAWV5,,,,
303,Holding Company,Positive Group PJSC,Russia,Europe and Eurasia,Positive Technologies AO,None,1998,2023,Unchanged,,,,Positive Technologies (Russia),"Positive Technologies wholly owned by Positive Group.
Gruppa Pozitiva = Russian name","https://interfax.com/newsroom/top-stories/91875/#:~:text=In%20addition%20to%20Dmitry%20Maximov,services)%20totalled%2014.5%20billion%20rubles.",https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes,https://www.opensanctions.org/entities/NK-PtarqfwCYakcRREJRhqWUe/,37.6176,55.7558
304,Individual,Yevgeniy Vyacheslavovich Kireyev,,,Positive Technologies AO,None,2002,2023,Unchanged,,,,Positive Technologies (Russia),Co-Founder and CEO of Positive Technologies,"https://interfax.com/newsroom/top-stories/91875/#:~:text=In%20addition%20to%20Dmitry%20Maximov,services)%20totalled%2014.5%20billion%20rubles.",https://www.barrons.com/market-data/stocks/posi/company-people?countrycode=ru&mod=quotes,https://www.opensanctions.org/entities/NK-PtarqfwCYakcRREJRhqWUe/,,
305,Individual,Sumit Gupta,,,BellTrox,India,2013,2023,Unchanged,,,,BellTroX Infotech Services Private Ltd,Co-Founder,https://www.reuters.com/investigates/special-report/usa-hackers-litigation/,https://www.reuters.com/article/us-india-cyber-mercenaries-exclusive-idUSKBN23G1GQ/,,,
307,Vendor,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,India,South Asia,Appin,India,2007,2014,Changed,2014,1,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Founders are brothers. Alternative name is Appin Software Security Pvt. Ltd.,https://web.archive.org/web/20231120205847/https://www.documentcloud.org/documents/23451868-20090506-memo-for-indian-angels-network,https://web.archive.org/web/20231205201118/https://www.reuters.com/investigates/special-report/usa-hackers-appin/,,77.225,28.6353
308,Partner,Appin Technology Ltd. > Mobile Online Order Management Private Limited > Chemieast Engineering > Sunkissed Organic Farms,India,South Asia,Appin,India,2008,2022,Changed,2015; 2016; 2017,3,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://web.archive.org/web/20240119025532/https://www.documentcloud.org/documents/23451868-20090506-memo-for-indian-angels-network,https://web.archive.org/web/20240119025532/https://www.documentcloud.org/documents/23451868-20090506-memo-for-indian-angels-network,,77.225,28.6353
310,Vendor,Adaptive Control Security Global Corporate,India,South Asia,Appin,India,2009,2015,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Name change from approachinfinite computer and security consultancy group,https://www.documentcloud.org/documents/23581428-appin-companies-name-change-documents,,,77.225,28.6353
313,Individual,Rajat Khare  ,,,Appin,India,2007,2022,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Co-founder Appin,https://web.archive.org/web/20231120205847/https://www.documentcloud.org/documents/23451868-20090506-memo-for-indian-angels-network,https://web.archive.org/web/20231205201118/https://www.reuters.com/investigates/special-report/usa-hackers-appin/,,,
314,Individual,Anuj Khare,,,Appin,India,2007,2022,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,Co-founder Appin,https://web.archive.org/web/20231120205847/https://www.documentcloud.org/documents/23451868-20090506-memo-for-indian-angels-network,https://web.archive.org/web/20231205201118/https://www.reuters.com/investigates/special-report/usa-hackers-appin/,,,
315,Holding Company,KGW Appin Knowledge Solutions > Appin Knowledge Solutions > Absolute Business Process Holdings,India,South Asia,Appin,India,2004,2022,Changed,2009; 2016,2,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://www.documentcloud.org/documents/23581428-appin-companies-name-change-documents,,,77.225,28.6353
316,Holding Company,Appin Overseas Private Limited > Prophecis Analytics and Consulting > Smart Repute Social Mobile Analytics Cloud > Nova Big Data Analytics,India,South Asia,Appin,India,2009,2022,Changed,2010; 2015; 2016,3,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://www.documentcloud.org/documents/23581428-appin-companies-name-change-documents,,,77.225,28.6353
317,Holding Company,Wynard India Private Limited,India,South Asia,Appin,India,2013,2022,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://www.zaubacorp.com/company/WYNYARD-INDIA-PRIVATE-LIMITED/U72100DL2013PTC250087,,,77.225,28.6353
318,Holding Company,Boundry Holding SRL,India,South Asia,Appin,India,2021,2021,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://www.documentcloud.org/documents/23460243-2022-formerly-known-as-appin-companies-financial-and-shareholding-statements,,,77.225,28.6353
319,Individual,Individual,,,Appin,India,2004,2004,Unchanged,,,,Appin Security Group > Approachinfinate Computer and Security Consultancy Grp. ,,https://www.zaubacorp.com/company/ABSOLUTE-BUSINESS-PROCESS-HOLDINGS-PRIVATE-LIMITED/U74999DL2004PTC128969,https://www.documentcloud.org/documents/23460243-2022-formerly-known-as-appin-companies-financial-and-shareholding-statements,,,
320,Vendor,Aglaya Scientific Aerospace Technology Systems Private Limited ,India,South Asia,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2021,Unchanged,,,,Aglaya,spyware services and exploit sales,https://mahdiabbastech.medium.com/cyber-offensive-firm-leo-impact-competing-with-aglaya-for-greater-share-in-surveillance-domain-965187dff2d,https://www.forbes.com/sites/thomasbrewster/2017/02/16/government-iphone-android-spyware-is-the-same-as-seedy-spouseware/?sh=71933002455c,https://www.vice.com/en/article/d7ywvx/leaked-catalog-weaponized-information-twitter-aglaya,77.225,28.6353
321,Individual,Ankur Srivastava,,,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2021,Unchanged,,,,Aglaya,Founder and Ceo of Aglaya,https://mahdiabbastech.medium.com/cyber-offensive-firm-leo-impact-competing-with-aglaya-for-greater-share-in-surveillance-domain-965187dff2d,https://www.forbes.com/sites/thomasbrewster/2017/02/16/government-iphone-android-spyware-is-the-same-as-seedy-spouseware/?sh=71933002455c,https://www.vice.com/en/article/d7ywvx/leaked-catalog-weaponized-information-twitter-aglaya,,
322,Holding Company,Yerha Ebuzz Private Limited > Yerha Online Private Limited ,India,South Asia,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2021,Changed,2020,1,,Aglaya,,https://economictimes.indiatimes.com/company/yerha-ebuzz-private-limited/U52100DL2014PTC273228,https://opencorporates.com/companies/in/U52100DL2014PTC273228/events,,77.225,28.6353
323,Individual,Inder Mohan Jain ,,,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2023,Unchanged,,,,Aglaya,Director at Yerha Ebuzz Private Limited,https://economictimes.indiatimes.com/company/yerha-ebuzz-private-limited/U52100DL2014PTC273228,,,,
324,Individual,Mani Kant Jain,,,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2023,Unchanged,,,,Aglaya,Director at Yerha Ebuzz Private Limited,https://economictimes.indiatimes.com/company/yerha-ebuzz-private-limited/U52100DL2014PTC273228,,,,
325,Individual,Ritu Jain,,,Aglaya Scientific Aerospace Technology Systems Private Limited,India,2014,2023,Unchanged,,,,Aglaya,Director at Yerha Ebuzz Private Limited,https://economictimes.indiatimes.com/company/yerha-ebuzz-private-limited/U52100DL2014PTC273228,,,,
326,Vendor,Leo Impact Security Service PVT Ltd,India,South Asia,Leo Impact,India,2009,2019,Unchanged,,,,Leo Impact Security Service PVT Ltd,,https://mahdiabbastech.medium.com/cyber-offensive-firm-leo-impact-competing-with-aglaya-for-greater-share-in-surveillance-domain-965187dff2d,https://www.tradeindia.com/leo-impact-security-service-pvt-ltd-3650917/,https://www.zaubacorp.com/company/LEO-IMPACT-SECURITY-SERVICES-PRIVATE-LIMITED/U72900RJ2009PTC028837,77.225,28.6353
327,Vendor,Leo Impact Security s.r.o.,Czech Republic,Europe and Eurasia,Leo Impact,India,2010,2023,Unchanged,,,,Leo Impact Security Service PVT Ltd,,https://opencorporates.com/companies/cz/24707155,https://or.justice.cz/ias/ui/rejstrik-firma.vysledky?subjektId=389677&typ=UPLNY,,14.4205,50.0878
328,Individual,Manish Kumar,,,Leo Impact,India,2009,2023,Unchanged,,,,Leo Impact Security Service PVT Ltd,Statutory Authority; Executive; Director,https://or.justice.cz/ias/ui/rejstrik-firma.vysledky?subjektId=389677&typ=UPLNY,https://opencorporates.com/companies/cz/24707155,,,
329,Individual,Amit Kulhari,,,Leo Impact,India,2010,2018,Unchanged,,,,Leo Impact Security Service PVT Ltd,Director between 2010-2018,https://www.zaubacorp.com/director/AMIT-KULHARI/01971155,,,,
330,Individual,Sunita Devi,,,Leo Impact,India,2009,2023,Unchanged,,,,Leo Impact Security Service PVT Ltd,Director,https://mahdiabbastech.medium.com/cyber-offensive-firm-leo-impact-competing-with-aglaya-for-greater-share-in-surveillance-domain-965187dff2d,https://www.tradeindia.com/leo-impact-security-service-pvt-ltd-3650917/,https://www.zaubacorp.com/company/LEO-IMPACT-SECURITY-SERVICES-PRIVATE-LIMITED/U72900RJ2009PTC028837,,
331,Vendor,Equus Technologies > MerlinX Ltd,Israel,Middle East and North Africa,MerlinX Ltd,Israel,2014,2023,Changed,2014,1,,MerlinX Ltd,"Spyware product:  Lipizzan is a “multi-stage spyware product capable of monitoring and exfiltrating a user's email, SMS messages, location, voice calls, and media”.  The product can also undermine encryption",https://www.forbes.com/sites/thomasbrewster/2017/07/26/google-kills-pro-android-surveillance-malware/?sh=7a6915332e3d,https://ica.justice.gov.il/GenericCorporarionInfo/SearchCorporation?unit=8,,35.2035,31.7717
332,Investor,Own BackUp > Own Company (Israel),Israel,Middle East and North Africa,MerlinX Ltd,Israel,2021,2023,Changed,2023,1,,MerlinX Ltd,MerlinX acquired by OwnBackup,https://medium.com/@thespycollection/spy-news-2023-week-4-95ff1e2518c8,https://www.channele2e.com/news/ownbackup-buys-nimmetry-merlinx,,35.2035,31.7717
333,Investor,Own Company (United States),United States,North America,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,OwnBackup aquires MerlinX; OwnBackup Investors include B Capital and Sapphire Venture ,https://www.crunchbase.com/organization/ownbackup,,,-77.032,38.8895
334,Individual,Matan Markovics,,,MerlinX Ltd,Israel,2014,2023,Unchanged,,,,MerlinX Ltd,Co-founder Equus Technologies,https://www.forbes.com/sites/thomasbrewster/2017/07/26/google-kills-pro-android-surveillance-malware/?sh=7a6915332e3d,,,,
335,Individual,Daniel Hanga,,,MerlinX Ltd,Israel,2014,2023,Unchanged,,,,MerlinX Ltd,Co-founder Equus Technologies,https://www.forbes.com/sites/thomasbrewster/2017/07/26/google-kills-pro-android-surveillance-malware/?sh=7a6915332e3d,,,,
336,Individual,Amihai Neiderman,,,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,Director at MerlinX,https://en.checkid.co.il/company/MERLINX++LTD-EPgBYWJ-515050276,"https://www.northdata.com/Merlinx+Ltd.,+Herzliya/ICA-515050276",,,
337,Individual,Mathanya Markovich,,,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,Director at MerlinX,https://en.checkid.co.il/company/MERLINX++LTD-EPgBYWJ-515050276,"https://www.northdata.com/Merlinx+Ltd.,+Herzliya/ICA-515050276",,,
338,Individual,Avichai Stolero,,,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,Director at MerlinX,https://en.checkid.co.il/company/MERLINX++LTD-EPgBYWJ-515050276,"https://www.northdata.com/Merlinx+Ltd.,+Herzliya/ICA-515050276",,,
339,Individual,Sharon Fortzer,,,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,Director at MerlinX,https://en.checkid.co.il/company/MERLINX++LTD-EPgBYWJ-515050276,"https://www.northdata.com/Merlinx+Ltd.,+Herzliya/ICA-515050276",,,
340,Holding Company,Bindency,Israel,Middle East and North Africa,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,Bindecy aquires MerlinX in February 2021 ,"https://www.intelligenceonline.com/surveillance--interception/2021/06/02/bindecy-lays-hands-on-struggling-cyber-security-firm-merlinx,109670437-art","https://www.intelligenceonline.com/surveillance--interception/2021/09/07/ex-merlinx-tempt-fresh-start-in-cyber-with-cyence,109689543-art",https://opencorporates.com/companies/il/515719557,35.2035,31.7717
341,Investor,Golden Point Inc.,Israel,Middle East and North Africa,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,,"https://www.intelligenceonline.com/surveillance--interception/2021/06/02/bindecy-lays-hands-on-struggling-cyber-security-firm-merlinx,109670437-art",,,35.2035,31.7717
342,Investor,I.B.I. Trust Management,Israel,Middle East and North Africa,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,,https://en.checkid.co.il/company/MERLINX++LTD-EPgBYWJ-515050277,"https://www.northdata.com/I.B.I.+Trust+Management,+Tel+Aviv+-+Yafo/ICA-515020428",,35.2035,31.7717
343,Investor,OwnBackUp UK Limited,United Kingdom,Europe and Eurasia,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,,https://opencorporates.com/companies/gb/11121433,,,-0.126236,51.5002
344,Investor,OwnBackUp UK Limited,France,Europe and Eurasia,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,,https://opencorporates.com/companies/fr/885062497,,,2.35097,48.8566
345,Investor,OwnBackup GmbH,Germany,Europe and Eurasia,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,,https://opencorporates.com/companies/de/M1201_HRB121897,,,13.4115,52.5235
346,Investor,OwnBackUp (Australia),Australia,East Asia and Pacific,MerlinX Ltd,Israel,2023,2023,Unchanged,,,,MerlinX Ltd,Investor in MerlinX,https://connectonline.asic.gov.au/RegistrySearch/faces/landing/panelSearch.jspx?searchText=631298710&searchType=OrgAndBusNm&_adf.ctrl-state=15glnkkbo1_15,,,149.129,-35.282
347,Investor,Individual Investor,,,MerlinX Ltd,Israel,2021,2021,Unchanged,,,,MerlinX Ltd,,"https://www.intelligenceonline.com/surveillance--interception/2021/06/02/bindecy-lays-hands-on-struggling-cyber-security-firm-merlinx,109670437-art",,,,
348,Supplier,Computer Security Initiative Consultancy PTE LTD,Singapore,East Asia and Pacific,Computer Security Initiative,None,2004,2022,Unchanged,,,,Computer Security Initiative Consultancy PTE LTD,Exploit broker,https://www.crunchbase.com/organization/coseinc,https://opencorporates.com/companies/sg/200407604W,https://www.reuters.com/technology/us-blacklists-four-companies-israel-russia-singapore-citing-spyware-2021-11-03/,103.85,1.28941
349,Individual,Thomas Lim,,,Computer Security Initiative,None,2004,2022,Unchanged,,,,Computer Security Initiative Consultancy PTE LTD,Founder Computer Security Initiative Consultancy,https://www.crunchbase.com/organization/coseinc,https://opencorporates.com/companies/sg/200407604W,https://www.reuters.com/technology/us-blacklists-four-companies-israel-russia-singapore-citing-spyware-2021-11-03/,,
350,Supplier,Rebsec Solutions,India,South Asia,Rebsec,India,2012,2023,Unchanged,,,,Rebsec Solutions,Hack for Hire Group,https://mahdiabbastech.medium.com/google-tag-block-domains-belongs-to-one-of-indian-hack-for-hire-group-3f76af487edf,https://www.dnb.com/business-directory/company-profiles.rebsec_intelligence_service.6a81df5680fc97a1872272162bfe66d4.html,https://www.slideshare.net/rebsecsolutions/rebsec-solutions,77.225,28.6353
351,Individual,Vishvadeep Singh,,,Rebsec,India,2012,2023,Unchanged,,,,Rebsec Solutions,Founder of Rebsec,https://mahdiabbastech.medium.com/google-tag-block-domains-belongs-to-one-of-indian-hack-for-hire-group-3f76af487edf,https://www.dnb.com/business-directory/company-profiles.rebsec_intelligence_service.6a81df5680fc97a1872272162bfe66d4.html,https://www.slideshare.net/rebsecsolutions/rebsec-solutions,,
352,Vendor,RCS ETM Sicurezza S.p.A.,Italy,Europe and Eurasia,RCS Labs,Italy,1992,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,"Reseller of Hacking Team starting in 2012; Later produced their own spyware: Hermit. Hermit implementation involves the follinwg: It loads up impersonated company page/application and then starts malicious activities in the background; Hermi enables attackers to exploit rooted devices, record audio, and make/re-direct phone calls. Hermit allows additional data collection ",https://e-justice.europa.eu/brisCompanyDetails.do?correlationId=bde9d234-7918-434e-8683-b2c97e7ab618,https://italianbusinessregister.it/en_US/company-detail?p_p_id=risultatiricercaimprese_WAR_ricercaPIportlet&p_p_lifecycle=0&p_p_state=normal&_risultatiricercaimprese_WAR_ricercaPIportlet_view=%2Frisultatiricercagratuita%2Fdettaglio_impresa.jsp&_risultatiricercaimprese_WAR_ricercaPIportlet_pageToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3MTQ1NzM3MzIsImNvdW50IjoyNTB9.5TvRd-GV2o97i9bxHjSPsoTE9TBpsN45cbCj5mn4-K8,https://blog.google/threat-analysis-group/italian-spyware-vendor-targets-users-in-italy-and-kazakhstan/,12.4823,41.8955
353,Vendor,RCS MEA DMCC,United Arab Emirates,Middle East and North Africa,RCS Labs,Italy,2011,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Sales branch of RCS SPA ,"https://www.intelligenceonline.com/surveillance--interception/2021/12/21/cy4gate-picks-up-speed-in-race-to-become-interceptions-leader-in-italy-and-beyond,109712564-art",,,54.3705,24.4764
354,Partner,Tykelab Srl,Italy,Europe and Eurasia,RCS Labs,Italy,2022,2022,Unchanged,,,,RCS ETM Sicurezza S.p.A.,"Tykelab’s tool Ubiqo can “track the movements of almost anybody who carries a mobile phone, whether they are blocks away or on another continent
Tykelab is a part of the Aurora Group alongside RCS Lab S.P.A; Analysis of the IP addresses used by RCS Labs’ “Hermit” exploit for command-and-control communications purposes reveals an SSL certificate (issued on 7/29/2016 and set to expire on 7/29/2017 that listed RCS as the IP organization name and Tykelab as the OP organization unit; Tykelab founded in 2010 and based in Rome",https://www.lookout.com/threat-intelligence/article/hermit-spyware-discovery,https://www.zoominfo.com/c/tykelab-srl/459505693,,12.4823,41.8955
355,Individual,Vytautas Celiesius,,,RCS Labs,Italy,2011,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,RCS MEA DMCC is the UAE branch of RCS Lab S.p.A.; Vytautas Celiesius is the regional sales director of RCS MEA DMCC. While working at RCS MREA DMCC he uses an RCS Italy email (vytas.celiesius@rcslab.it) to coordinate sales deals with Hacking Team. Vytautas Celiesius earlier worked for Trovicor (see Intellexa) ,"https://www.intelligenceonline.com/surveillance--interception/2021/12/21/cy4gate-picks-up-speed-in-race-to-become-interceptions-leader-in-italy-and-beyond,109712564-art",https://www.linkedin.com/in/vytautas-celiesius-77ab297/?originalSubdomain=ae,,,
356,Individual,Marco Latini,,,RCS Labs,Italy,1992,2023,Unchanged,,,,RCS ETM Sicurezza S.p.A.,Sole administrator of Tykelab Srl,https://www.dnb.com/business-directory/company-profiles.tykelab_srl.f16c183b81e972c7b9bdea9e1f9b227a.html,,,,
